사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2020-04,9호선2~3단계,4135,한성백제,"42,759","36,839","9,468","8,315",2020-05-03 10:27:24
2020-04,9호선2~3단계,4136,올림픽공원(한국체대),"100,137","98,082","12,730","13,004",2020-05-03 10:27:24
2020-04,9호선2~3단계,4137,둔촌오륜,"15,232","14,256","3,681","3,556",2020-05-03 10:27:24
2020-04,9호선2~3단계,4138,중앙보훈병원,"144,249","126,422","51,495","50,918",2020-05-03 10:27:24
2020-04,우이신설선,4701,북한산우이,"47,168","43,459","28,452","30,188",2020-05-03 10:27:24
2020-04,우이신설선,4702,솔밭공원,"32,398","29,617","20,209","21,050",2020-05-03 10:27:24
2020-04,우이신설선,4703,4.19민주묘지,"39,048","37,343","26,386","24,067",2020-05-03 10:27:24
2020-04,우이신설선,4704,가오리,"58,169","53,523","32,111","33,769",2020-05-03 10:27:24
2020-04,우이신설선,4705,화계,"45,564","40,240","28,943","29,261",2020-05-03 10:27:24
2020-04,우이신설선,4706,삼양,"26,089","27,511","20,682","23,029",2020-05-03 10:27:24
2020-04,우이신설선,4707,삼양사거리,"29,363","29,346","26,671","27,143",2020-05-03 10:27:24
2020-04,우이신설선,4708,솔샘,"98,088","86,997","25,955","27,247",2020-05-03 10:27:24
2020-04,우이신설선,4709,북한산보국문,"100,404","92,035","30,070","30,669",2020-05-03 10:27:24
2020-04,우이신설선,4710,정릉,"66,179","59,076","33,329","32,005",2020-05-03 10:27:24
2020-04,우이신설선,4711,성신여대입구(돈암),"49,730","61,501","20,451","19,964",2020-05-03 10:27:24
2020-04,우이신설선,4712,보문,"23,184","23,170","11,302","11,781",2020-05-03 10:27:24
2020-04,우이신설선,4713,신설동,"30,248","32,349","17,747","15,876",2020-05-03 10:27:24
