사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
43922,경춘선,1329,춘천,249,3,252,6,1280,280,1081,935,1228,1927,1531,1444,1443,1929,1476,2854,1490,2242,2221,2674,2875,1919,3352,2321,3515,1559,3323,1863,2893,1166,1707,2033,1414,977,828,941,422,810,66,559,1,492,0,0,0,0,0,0
43922,수인선,1878,달월,0,0,6,13,5,147,105,95,74,399,99,112,72,101,69,114,90,85,120,98,97,75,169,62,150,73,624,61,247,85,93,36,42,30,20,17,9,25,7,17,3,10,0,0,0,0,0,0
43922,수인선,1879,월곶,2,1,1012,298,2591,1308,6742,2080,5502,2416,3024,2131,2306,1537,2527,2100,2570,2100,3017,2265,2714,2355,2906,2616,3128,2793,3525,4127,3890,6636,2768,4650,1882,3209,1774,3073,1068,2454,609,1753,5,375,0,0,0,0,0,0
43922,수인선,1880,소래포구,0,0,1841,453,4525,1634,10696,2609,8505,5695,4260,5115,4127,5215,4810,9317,6484,10846,7916,9527,10368,8827,12080,7701,11042,6525,9449,7581,7663,9606,4996,8019,3560,5469,3437,4532,2869,3755,1528,2712,95,727,0,0,0,0,0,0
43922,수인선,1881,인천논현,0,0,1657,542,4691,3472,10712,6587,9611,12473,5696,8087,4997,5190,5285,5040,5756,5955,5898,6971,6082,6658,7037,7036,7521,7135,9717,10604,11978,14369,7130,9958,6193,6476,6570,5293,4991,4347,2820,2568,305,724,0,0,0,0,0,0
43922,수인선,1882,호구포,0,0,1154,785,2714,4608,4812,14853,5559,13861,3394,3086,2702,2067,2760,2130,3330,2188,3121,2526,3236,2570,3509,2988,4041,3091,10517,4391,13216,5817,4480,4579,4731,3007,2960,2694,1475,2191,960,1548,105,419,0,0,0,0,0,0
43922,수인선,1883,남동인더스파크,0,0,438,695,762,3134,797,14708,1329,16867,970,2965,942,1344,1136,1222,1336,1150,1563,1364,1733,945,2479,923,2712,821,9649,1057,12444,1256,4042,1597,2945,1078,2076,589,528,351,196,248,27,82,0,0,0,0,0,0
43922,수인선,1884,원인재,24,7,2611,628,5542,2028,10918,3773,11567,5774,6523,3374,4511,3092,4589,3252,4928,4000,5597,4311,4684,4615,4713,5682,5212,6506,6092,8634,6778,12867,3875,9281,3163,6887,3202,6447,2296,5141,1545,3491,222,1168,0,0,0,0,0,0
43922,수인선,1885,연수,0,0,1735,702,4472,2101,10981,3213,9063,7273,5086,4183,3993,3624,4425,3724,5017,4236,5498,4729,4938,4729,5123,5344,5533,6162,6210,8501,7567,13229,4624,8740,3854,6555,4013,5028,3742,3698,2118,2744,379,651,0,0,0,0,0,0
43922,수인선,1886,송도,2,0,1435,169,3040,1064,7484,1474,7161,2278,3204,2011,2567,1933,2994,2125,3223,2483,3515,2468,3201,2703,2913,3163,2852,3777,3368,4670,3420,7254,2042,4475,1302,3080,1058,2868,704,2266,351,1937,46,416,0,0,0,0,0,0
43922,수인선,1888,인하대,0,0,2089,353,6778,1984,15997,3057,12359,7365,5317,4725,4511,3364,4742,3686,4803,4432,5275,4855,5378,4822,5512,5623,6446,6577,7235,10628,8627,16099,4764,8531,3740,6163,3541,5744,3113,4761,2154,2695,73,905,0,0,0,0,0,0
43922,수인선,1889,숭의,2,0,2479,699,4304,2297,9973,6366,8021,8195,4310,3635,3798,2735,4055,2714,4118,3329,3966,3873,3989,3384,4354,3740,4565,3999,7071,5759,8021,8598,3550,4969,2093,3421,1718,3513,1290,2691,700,1507,7,540,0,0,0,0,0,0
43922,수인선,1890,신포,4,0,761,95,1030,1005,2380,2394,2015,5559,1203,2129,1220,1744,1475,2072,1585,2176,1938,2380,2010,2308,2391,2241,2662,2328,3493,2827,5406,3578,2214,2051,1816,1314,1577,1018,1031,796,563,454,1,217,0,0,0,0,0,0
43922,수인선,1891,인천,36,4,366,82,665,923,1548,1845,1329,2867,1010,1020,977,1248,957,1774,1166,2057,1215,2184,1292,2179,1363,2874,2180,2544,2184,2169,1619,3183,1000,2296,670,1436,511,1318,319,1244,85,621,2,258,0,0,0,0,0,0
43922,경강선,1501,판교,4,1,633,24,1367,4540,3643,8894,2320,20926,1489,15495,1387,5749,1847,4301,1911,3223,2310,3220,2747,2839,4743,2500,4874,2681,9764,3960,17786,3642,12448,2893,10815,1308,7193,1122,3448,811,1140,523,3,202,0,0,0,0,0,0
43922,경강선,1502,이매,6,0,486,18,1213,634,3337,1322,2703,1952,1327,1263,929,660,924,767,943,669,965,805,925,680,1056,886,1002,1001,1577,1599,1833,2118,898,1890,746,855,820,757,890,614,237,321,17,80,0,0,0,0,0,0
43922,경강선,1503,삼동,1,0,804,119,2877,737,8313,1634,10608,1986,4800,951,2821,863,1935,1004,2010,1077,2063,1295,1640,1591,1515,1666,1600,2762,2336,3875,2391,6782,1165,6459,749,3741,588,3507,408,2437,97,1153,3,28,0,0,0,0,0,0
43922,경강선,1504,경기광주,2,0,1700,315,9820,1717,26189,3825,27179,5737,13972,3489,7993,2867,7041,3243,7423,3704,6878,4496,5908,4827,5429,6236,6351,7834,7071,11591,7058,23159,3792,22415,2554,13478,2108,11037,1412,7402,605,5129,0,31,0,0,0,0,0,0
43922,경강선,1505,초월,0,0,1019,64,3452,832,8409,2840,10113,4082,5169,1336,3021,1366,2909,1263,2866,1541,2790,1788,2266,1799,2241,2333,3035,3104,3597,3784,4394,8247,1792,7161,1235,5910,934,3714,487,3842,165,2835,0,0,0,0,0,0,0,0
43922,경강선,1506,곤지암,0,0,577,79,1568,1008,4432,3650,3928,3898,2816,1986,1930,1489,2131,1455,2071,1734,1902,1705,2007,1677,2258,1889,2610,2401,4460,3013,5115,4141,1993,4581,1258,2320,794,2662,327,1896,152,1390,0,0,0,0,0,0,0,0
43922,경강선,1507,신둔도예촌,0,0,410,90,1356,303,3334,1338,2688,2344,1527,1030,1353,716,1167,894,1150,974,1025,846,1099,843,1179,971,1456,1107,2445,1448,2149,2210,934,2653,617,1592,485,1652,214,1214,103,985,0,0,0,0,0,0,0,0
43922,경강선,1508,이천,8,0,645,30,1711,794,5089,3618,4688,5862,3073,3477,2917,2099,2921,2757,2833,2661,2946,2823,2671,2671,3052,2871,3843,3121,4328,3732,5442,5539,2848,5146,2550,4259,2053,2480,975,3239,387,1485,0,339,0,0,0,0,0,0
43922,경강선,1509,부발,1,0,507,33,1543,1171,3196,3884,3225,3770,2279,1763,1841,1204,1928,1299,2395,1547,1892,1563,1773,1443,2337,1453,2817,1935,4558,2557,5133,2711,2113,3557,1872,2945,1374,2264,705,2279,285,1647,5,839,0,0,0,0,0,0
43922,경강선,1510,세종대왕릉,0,0,128,0,347,81,649,422,582,575,378,432,432,418,347,519,330,378,337,284,499,418,470,368,573,406,572,395,734,404,265,672,123,271,62,300,37,165,7,290,2,73,0,0,0,0,0,0
43922,경강선,1511,여주,1,0,784,1,2236,363,4031,1894,3154,2152,2167,2624,2310,2043,2211,2284,2357,2917,2360,2382,2681,2544,2916,2224,3760,3081,3317,2715,2811,3314,2374,4671,1641,3305,1089,1788,498,1721,142,1725,1,690,0,0,0,0,0,0
43922,5호선,2511,방화,0,0,4159,2,9511,3147,23080,3810,20770,9849,10600,5887,7743,4495,7508,4903,8215,5563,8146,6124,7524,6518,7371,7243,8706,8606,8681,9802,9308,16666,4872,17919,3449,10813,2769,9223,1924,8624,694,5598,0,1026,0,0,0,0,0,0
43922,5호선,2512,개화산,0,0,3051,306,5859,4547,17198,4472,15886,12036,8338,5275,5544,4542,5583,4331,5966,5196,6342,5092,5780,5606,6075,5862,6960,6425,8995,7586,10855,12566,5097,12630,3345,7602,2661,7196,2481,6130,651,3846,7,844,0,0,0,0,0,0
43922,5호선,2513,김포공항,5,0,411,1204,1259,5317,3736,9420,4569,12095,5068,8441,4126,6633,4618,8119,6521,8947,6843,9783,7796,9173,9305,8792,9636,8909,13578,9929,18366,9902,11643,5638,11178,3231,9041,1691,5331,1167,874,811,12,137,0,0,0,0,0,0
43922,5호선,2514,송정,53,0,3575,1182,6721,4180,17505,6126,19097,12236,12198,7200,8664,5661,7962,5956,8135,6543,8723,6639,8074,7085,8358,8400,9436,9523,11579,11447,12754,16828,7454,15046,5138,9801,4683,8229,4024,7563,1755,4998,27,423,0,0,0,0,0,0
43922,5호선,2515,마곡,0,0,1725,1539,5219,5650,18160,8908,17972,28110,8695,18305,6829,7718,6618,5664,6510,6264,7523,7468,8251,6966,9757,6929,14225,7364,18224,8980,22863,14705,10702,13178,6775,7044,5384,6062,3559,5624,1455,3606,5,433,0,0,0,0,0,0
43922,5호선,2516,발산,0,0,2992,2136,7963,13066,21096,26483,21953,84261,13149,45756,11909,19976,14004,18560,16828,20424,18679,20649,20366,18967,24712,18472,30593,19232,46954,23436,65369,36388,33679,29818,23679,15384,24714,11912,20676,9436,6955,5924,22,856,0,0,0,0,0,0
43922,5호선,2517,우장산,0,0,4725,759,18103,3493,45976,7432,46031,14499,24565,9991,15682,9352,15043,9729,15707,10883,15768,13315,14530,14180,14795,16117,15399,19247,16123,24520,15310,44975,10040,37705,7192,21814,6780,18297,5661,17451,1728,11061,6,720,0,0,0,0,0,0
43922,5호선,2518,화곡,97,0,18639,1435,34511,9272,97717,12150,124727,23852,62195,21315,34453,14521,31257,15518,31242,17588,30448,20974,26996,23391,25502,29087,27986,36555,30720,53578,32633,101153,20826,83004,15099,50717,12566,41600,10245,37415,3866,23127,7,1695,0,0,0,0,0,0
43922,5호선,2519,까치산,97,0,21578,1282,36070,8151,103123,9350,134351,19031,68862,15339,36607,15044,32130,16736,33471,19383,32569,22295,28167,26036,26033,34381,25929,41458,27274,56497,27777,105114,19102,92169,14747,55847,12300,49002,10298,41957,4536,26390,9,1741,0,1,0,0,0,0
43922,5호선,2520,신정(은행정),36,1,9739,692,19140,3691,52649,5057,67363,10978,31903,7039,15283,5600,12685,5771,12868,6883,12766,7584,11001,9017,9482,11924,10438,15168,11987,20829,13265,37150,7383,31203,5178,19459,3870,17145,3904,15819,1291,10241,0,205,0,0,0,0,0,0
43922,5호선,2521,목동,0,0,6421,1154,17493,5524,51803,11871,60807,24443,29157,19070,17622,12757,16534,11285,17273,12796,18010,15513,17202,17177,17020,19208,17860,23450,22051,37090,26212,68375,14766,54391,11523,28311,12240,24480,11664,22567,4069,13318,0,308,0,0,0,0,0,0
43922,5호선,2522,오목교(목동운동장앞),30,0,3527,1516,12682,7526,40179,23306,45876,62397,23490,49909,16044,25997,17181,22380,19458,23170,21620,26165,22867,25678,25406,25039,31188,28126,39773,39574,60975,65678,34982,46902,37684,22595,25591,18507,22241,16648,6591,10490,1,216,0,0,0,0,0,0
43922,5호선,2523,양평,1,0,1755,746,5422,3541,18268,7837,21079,33858,9803,14141,5554,4918,5437,4514,5797,4463,6075,4988,5964,4904,6446,5199,7214,6166,12868,9125,28024,17987,9622,14188,5113,7567,4194,6696,3251,6349,1185,3856,2,81,0,0,0,0,0,0
43922,5호선,2524,영등포구청,1,0,820,393,1812,1562,5914,4903,9204,17708,4213,8791,2869,3750,2986,3108,3140,2855,3804,3441,3780,3378,4276,3429,4932,3560,7374,4924,15760,8858,6281,5789,3443,3172,3186,2759,2430,2414,848,1475,1,8,0,0,0,0,0,0
43922,5호선,2525,영등포시장,2,0,2277,847,4467,5405,15261,11497,21481,30235,10746,16919,6886,10749,7810,9630,8671,9399,9382,11220,9808,10472,11328,10101,13596,9546,18521,12893,27302,21452,13362,14591,8779,8245,7617,7313,5507,6172,2212,3882,0,31,1,0,0,0,0,0
43922,5호선,2526,신길,37,0,1603,453,2978,2367,9222,4206,14324,12893,5545,6888,2842,2276,2585,2058,2934,2189,3332,2770,2691,2624,2744,2878,3514,3760,5484,7120,10762,12806,4611,8024,2465,5313,2602,5096,1787,4725,885,3094,0,69,0,0,0,0,0,0
43922,5호선,2527,여의도,3,0,1983,2220,3388,23317,8144,113205,11673,173984,8745,63030,8111,20051,12151,17251,11454,16618,14739,18930,17081,15951,23459,13942,31149,14160,95649,17343,143872,24595,54852,13804,34973,7457,31930,5682,21068,5088,5733,3332,8,3069,0,0,0,0,0,0
43922,5호선,2528,여의나루,16,2,826,1437,2192,12747,3989,23714,6348,49807,3919,13068,2830,5600,3217,7248,4107,11014,5663,17471,8546,20414,13450,20452,21793,18074,40360,16018,55818,15059,28833,10335,19407,6108,15379,3618,9782,2541,3168,1478,9,393,0,0,0,0,0,0
43922,5호선,2529,마포,15,0,2104,1161,6382,6718,20588,21361,28206,60605,14564,31669,10123,13797,10200,11510,11243,10522,13071,11230,12385,10687,13753,11215,15806,12827,26999,19562,52490,34231,20818,22259,15441,12100,15842,9661,11705,8552,4357,4892,18,968,0,0,0,0,0,0
43922,5호선,2530,공덕,5,1,1710,695,4502,7600,16411,25257,22439,69074,11586,36880,8138,13120,9757,11568,10691,10678,12537,11576,12217,11094,13674,11324,16809,12530,30143,19673,57916,34909,24351,20757,16223,10453,16816,8318,12517,7371,4962,4847,23,455,0,0,0,0,0,0
43922,5호선,2531,애오개,20,0,1742,382,4782,2827,15845,7796,20646,24958,10329,10621,6466,5358,6175,4984,6330,5138,7065,5998,7078,6130,7533,6553,7390,7035,11099,10178,19973,17553,8162,12669,5234,7699,4170,6533,3470,6145,1192,3958,3,1911,0,0,0,0,0,0
43922,5호선,2532,충정로(경기대입구),15,0,913,267,1801,1544,4952,7450,6464,28203,3781,15088,2947,3964,3064,2867,3543,2747,4127,3744,4093,3074,4162,3019,5296,3192,11844,4246,24899,6853,8040,4709,4283,3109,3643,3250,2590,2874,842,1855,3,156,0,0,0,0,0,0
43922,5호선,2533,서대문,8,0,2559,1278,5014,16265,14048,48290,18370,125366,12554,36564,10385,14668,11613,11207,11716,10636,12059,14081,14134,11616,17030,10344,23081,10438,43128,13916,95161,19181,29499,12242,19376,7844,15868,7039,11130,6190,3847,3985,6,350,0,0,0,0,0,0
43922,5호선,2534,광화문(세종문화회관),6,1,875,575,2563,18532,7390,76936,10991,227054,9488,91919,8683,32937,13337,29160,14806,25458,21118,28987,25147,24903,30313,21308,42230,19779,84933,22322,177917,28727,74014,15591,45713,7433,44381,5122,27645,3557,8608,2486,3,238,0,0,0,0,0,0
43922,5호선,2535,종로3가,8,0,982,320,1610,4291,2349,12448,3149,34962,3374,30458,4468,20374,7150,20116,9541,19816,12114,20888,13718,19085,16710,17312,21016,16082,30426,16339,47331,20093,27837,12229,21930,5713,23976,3838,20377,2860,7666,1970,11,354,0,0,0,0,0,0
43922,5호선,2536,을지로4가,1,0,327,318,585,4085,1008,14658,1522,38680,1736,17757,2558,10357,3600,8270,4325,7040,5436,7012,6704,6435,8252,5376,9402,4485,18774,3802,31533,3545,15650,2112,7924,964,5661,791,3609,499,1543,344,0,23,0,0,0,0,0,0
43922,5호선,2537,동대문역사문화공원(DDP),2,0,172,174,475,2381,625,8176,1225,26880,922,9053,841,2806,1300,2254,1166,2035,1407,2362,2126,2043,2546,1783,3119,1570,8486,1819,17751,1805,7747,1294,3443,705,2723,526,2266,470,752,416,3,32,0,0,0,0,0,0
43922,5호선,2538,청구,0,0,1348,248,2523,1578,5316,3439,8860,13435,5475,6900,3783,3324,4074,2944,4177,2985,4358,2996,4306,3074,4299,3462,5344,3984,6698,5645,11796,8775,7609,6442,4562,4020,3703,3323,2681,3645,1260,2417,7,146,0,0,0,0,0,0
43922,5호선,2539,신금호,11,0,2351,266,5705,2302,18078,5169,23216,9522,11867,5692,7117,4806,6447,4560,6979,4808,6708,5336,5968,6122,6251,7290,7163,8408,7584,11973,7930,20857,5747,15639,4279,9050,3137,7790,2478,7299,968,4794,19,411,0,0,0,0,0,0
43922,5호선,2540,행당,3,1,3565,786,9420,2312,26256,4168,35884,7669,17549,5383,9620,4035,8247,4466,8720,5491,8635,6099,7608,6632,7498,7969,7148,9961,7709,14836,8765,27044,5486,19493,4172,11105,3490,9799,3227,9299,1030,5148,8,365,0,0,0,0,0,0
43922,5호선,2541,왕십리(성동구청),15,0,1662,369,1908,1993,4625,4703,7757,15837,4165,7039,3554,4749,3915,4513,4125,5060,4689,6054,4663,6168,5548,5923,6264,6791,8635,8508,12179,13968,7782,9204,6182,4604,6658,3893,5650,3556,2727,2771,24,1403,1,2,0,0,0,0
43922,5호선,2542,마장,0,0,2034,620,4603,3355,12760,5146,17528,13235,9415,5795,6301,4812,5890,4592,6119,4964,6065,5149,6190,5228,5967,5805,6834,6405,8292,8646,10410,14470,6496,10980,3964,6465,3566,5824,3334,5144,1100,3349,17,415,0,0,0,0,0,0
43922,5호선,2543,답십리,3,0,7555,855,15027,6289,46414,11921,64379,30488,30772,15260,16650,9944,14278,10117,15489,10331,15649,12136,14759,12667,14658,14923,15835,17425,21012,26662,28851,49477,16324,37213,10167,20277,8784,18756,6194,16697,2590,10274,46,1473,0,0,0,0,0,0
43922,5호선,2544,장한평,16,0,5835,1102,14438,10234,40316,19940,57891,57074,29317,25731,16786,14371,14172,12872,16302,12562,16777,14471,16919,14365,17833,16262,22028,19372,29391,28444,48405,49099,23795,38596,13270,23062,10899,18540,8647,15985,3504,9376,33,1631,0,0,0,0,0,0
43922,5호선,2545,군자(능동),34,2,6590,696,9903,5714,27593,6138,42137,18512,18585,12791,10230,8373,9476,8007,10739,9302,11225,10437,10283,11073,10436,13196,12213,15263,14972,23351,19251,42576,12765,32802,9381,17963,9575,15557,8527,14244,3845,10061,8,5727,0,0,0,0,0,0
43922,5호선,2546,아차산(어린이대공원후문),8,0,7534,1276,13802,4739,35158,8234,50645,17742,26631,17827,15789,19291,14700,16179,16115,15866,18599,16945,19414,16161,19202,17799,21091,20936,21696,26791,22089,44765,15008,35212,10638,20725,9275,16876,6617,15494,2416,9714,6,380,0,0,0,0,0,0
43922,5호선,2547,광나루(장신대),1,0,4135,1538,12775,7041,32224,11683,39100,23705,22434,17075,13071,15769,12257,12045,13701,11361,15634,12809,15369,11895,16386,12161,19225,13670,20786,18889,26520,31711,13012,24133,8527,15283,7717,13440,6267,12253,2152,7586,0,178,0,1,0,0,0,0
43922,5호선,2548,천호(풍납토성),18,0,6112,1337,9510,11684,22459,15755,28002,29820,18539,28589,16090,20256,17795,19880,20500,20574,21798,23267,23285,24324,25833,25810,30327,28005,35411,36048,43258,52567,32736,40924,30990,22085,23011,18736,18666,15566,7944,10267,7,937,0,0,0,0,0,0
43922,5호선,2549,강동,40,0,9870,1088,19064,11036,53455,23513,66793,41670,35757,22907,21603,14427,19728,12385,20670,13092,20524,15669,19437,15646,20575,17809,21785,20485,33967,28800,44444,47433,22452,39373,13795,24463,11265,21356,8494,20537,2870,14461,7,1417,0,1,0,0,0,0
43922,5호선,2550,길동,31,1,3895,355,7379,2655,17960,5003,22100,13847,11599,9446,8598,6519,8168,6730,8709,6994,8622,7945,8275,8472,8621,9996,9105,11371,10695,14537,13733,22921,7694,18751,5462,11137,4548,8445,3478,6606,999,4988,8,757,0,0,0,0,0,0
43922,5호선,2551,굽은다리(강동구민회관앞),0,0,5220,400,10847,2184,28169,4526,32347,10336,16614,6664,10441,5612,9529,5546,9912,6616,10151,7584,8895,8216,8759,9542,9083,11523,10218,16146,11831,26238,6869,24364,5050,13147,4838,12073,3935,10975,967,7496,4,1274,0,0,0,0,0,0
43922,5호선,2552,명일,0,0,3795,395,10598,2158,30551,4401,27740,8113,12957,5519,9213,5515,8073,5378,8926,5801,8720,7101,8223,7788,8180,9174,8585,10890,9220,15398,8726,26868,5070,28805,3955,12846,3686,10476,2569,10231,753,6423,9,1041,0,0,0,0,0,0
43922,5호선,2553,고덕,2,0,2926,1227,11070,4369,26636,7384,21746,12375,11682,7520,8396,6456,8413,6213,8967,6960,8575,8198,9138,8259,9354,8908,11459,10030,13956,12961,11758,24564,5904,24156,4931,12202,4504,9627,4658,9571,1247,5646,10,983,0,0,0,0,0,0
43922,5호선,2554,상일동,8,0,7294,1114,28341,9641,88249,10140,71642,17915,29708,8888,18670,6325,15734,7735,16458,8891,16545,10518,14523,11406,13951,13418,19733,17398,22783,24847,19239,53710,9834,54319,6233,31381,5079,23721,3347,22326,864,15088,0,2599,0,0,0,0,0,0
43922,5호선,2555,둔촌동,3,0,3077,519,7456,4481,19787,7889,22623,17586,12082,9018,8331,6120,7579,6345,8412,6841,8569,7888,8569,8065,9183,9728,10768,11592,12895,14466,17035,23289,9696,19003,6414,10012,5979,7966,4271,8032,1564,4879,0,0,0,0,0,0,0,0
43922,5호선,2556,올림픽공원(한국체대),1,0,639,624,4304,3146,9286,3793,8820,6337,5195,3961,3665,2813,3904,3016,3944,3974,4351,4940,4348,4382,5241,4217,6880,4363,8114,5174,7756,7238,3991,6076,2476,3759,1646,3106,1478,2599,446,2021,1,99,0,0,0,0,0,0
43922,5호선,2557,방이,1,0,2005,841,6298,3503,14988,7173,14340,20095,8356,10835,5840,5492,5752,4989,6766,6134,7282,7309,6734,7225,7198,7360,7953,8908,10682,12725,17270,17275,8982,14418,6731,7884,7550,6820,8645,4959,1384,3730,0,581,0,0,0,0,0,0
43922,5호선,2558,오금,1,0,1074,306,2411,2034,7779,5213,7718,16517,4805,5606,3199,2837,3001,2257,3451,2612,3732,2875,3517,2800,3810,3198,4199,3431,7074,4759,12699,6345,4392,6512,2774,3631,2455,3041,2045,2841,566,2426,0,397,0,0,0,0,0,0
43922,5호선,2559,개롱,0,0,3134,763,6868,2737,20097,5406,18370,12055,9539,6863,6619,4261,5776,4108,6852,4693,6832,5200,5928,5691,6413,6891,7232,8192,8324,11228,11101,16396,5151,18021,3802,8988,3213,7746,2482,8489,744,4768,3,1008,0,0,0,0,0,0
43922,5호선,2560,거여,0,0,3941,675,8472,6246,25505,5691,24005,12039,12507,6940,8106,4755,7041,4632,7785,5064,7935,5899,6940,6281,6835,7755,10451,8935,11582,12175,12019,19071,5622,18655,3862,9806,3508,8665,2448,9324,769,4997,1,895,0,0,0,0,0,0
43922,5호선,2561,마천,1,0,4776,187,7090,4300,17147,4134,16812,8800,8748,6278,5990,5748,5205,4648,5944,4666,6040,4798,5939,5197,5881,6205,7086,7172,8297,8837,7325,13649,3748,12669,2574,7799,1960,6597,1269,6858,280,4183,0,818,0,0,0,0,0,0
43922,6호선,2611,응암,10,0,9892,1163,20204,5393,56996,7275,72224,15033,37156,10286,21432,10102,19157,11307,19701,12828,19997,14480,18244,16470,16830,20668,18229,23877,18809,34848,19373,61969,12161,53572,9288,33714,8144,25492,6579,23360,2554,17224,0,1489,0,0,0,0,0,0
43922,6호선,2612,역촌,3,0,1921,197,4550,1810,12389,2543,13966,6226,7109,3455,4405,2830,3710,3026,4173,3434,4412,3607,3833,4076,3562,4484,3565,5613,4138,7895,4304,14173,2504,12134,1836,6440,1471,6115,1374,5404,403,4289,0,2,0,0,0,0,0,0
43922,6호선,2613,불광,18,0,1140,284,3017,1771,8919,2711,10124,6856,5757,6674,4297,5133,4946,5029,5754,5345,6350,5365,7228,6046,7783,6328,8378,7432,8811,8506,9133,13715,6197,10818,4466,5868,4057,4835,2727,4607,863,3522,0,123,0,0,0,0,0,0
43922,6호선,2614,독바위,0,0,1795,208,4039,968,11080,1276,10960,2637,5037,3507,3210,4062,2946,2980,3289,2171,3309,2391,3194,2588,3094,3024,3302,3680,2946,5230,2492,9505,1589,9373,1209,5513,880,4308,653,4472,344,3226,1,479,0,0,0,0,0,0
43922,6호선,2615,연신내,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
43922,6호선,2616,구산,2,0,4528,143,8940,1838,23520,3351,29371,5098,15219,4036,9164,3902,8662,4493,8998,4630,8594,5110,7717,6148,7490,6881,8000,8819,7995,10853,7499,16004,4893,16573,3809,8695,3388,7364,3356,6304,1000,4032,2,596,0,0,0,0,0,0
43922,6호선,2617,새절(신사),4,0,8722,707,16241,3919,44563,5489,52543,11752,26817,6852,15844,6841,13354,7687,14560,9525,14263,10031,13035,11698,11655,14445,13112,17616,13659,22842,13655,41594,9364,37092,6335,21840,5333,18396,4299,16611,1596,11700,3,3500,0,0,0,0,0,0
43922,6호선,2618,증산(명지대앞),13,0,6415,705,12557,3522,32448,4857,40550,8532,21857,6013,13426,6067,10963,6350,11911,8008,12089,8588,10733,10110,9717,12106,10521,15709,11581,18655,12286,35377,7697,30178,5610,16952,4629,16925,3959,14380,1415,8619,7,1333,0,0,0,0,0,0
43922,6호선,2619,디지털미디어시티,60,2,5135,2854,11035,9585,32400,22938,38277,56725,19893,23993,10746,9992,10020,8120,10208,8442,10534,9618,9965,9229,10961,10490,14742,12896,25504,19487,41714,33547,19242,26477,9521,15730,7637,13820,5811,12679,2496,7678,59,1908,0,4,0,0,0,0
43922,6호선,2620,월드컵경기장(성산),0,0,998,815,1913,2471,6791,4341,8530,7094,5356,6614,4339,6254,4816,8231,5128,8886,6035,10660,8184,11084,10223,9151,13161,7385,12443,7521,10388,10095,6942,7960,4352,4731,4128,3549,2871,2854,825,1740,2,180,0,0,0,0,0,0
43922,6호선,2621,마포구청,17,6,5241,1530,11431,6741,30347,12888,44094,28054,27180,14790,15910,9005,13676,8573,13741,10516,14756,10837,13681,11457,13824,12974,15354,15175,19914,19236,30708,33148,16855,26928,10056,17283,9881,14984,7600,14016,3199,9609,3,478,0,0,0,0,0,0
43922,6호선,2622,망원,10,0,4665,897,8334,4434,21183,6956,31203,25627,20330,25898,13762,15937,12648,15749,14948,21134,15606,22742,16236,24612,17610,23402,19521,26599,23832,28664,32785,42521,24143,32501,18031,16417,18302,14060,15765,11491,6580,8590,4,22,0,0,0,0,0,0
43922,6호선,2623,합정,6,0,3105,1180,4681,5947,10593,14075,17344,38520,12392,21519,8625,13397,9358,12748,11168,14835,12527,16593,14216,16374,15443,15918,18167,17512,25225,22902,42116,33230,26971,24832,21858,12512,25493,10544,22782,8757,10581,7476,1,328,0,0,0,0,0,0
43922,6호선,2624,상수,15,0,1876,695,3869,2766,7074,5588,11335,20981,6951,15163,4743,10469,4718,10640,6057,11611,7256,15025,8073,12800,9008,13572,11413,13654,15198,18698,23351,25829,16002,19955,13761,10887,16037,7753,16488,6591,9474,4687,0,171,0,0,0,0,0,0
43922,6호선,2625,광흥창(서강),8,0,2509,1186,5771,4128,14863,12520,18557,29788,12040,16894,8013,7356,7700,6114,8304,6877,8610,7105,8417,7310,9266,8114,10407,8872,16623,11374,27261,17701,12979,13739,7804,8399,7123,7332,4900,6933,2022,4262,4,237,0,0,0,0,0,0
43922,6호선,2626,대흥(서강대앞),10,1,1899,896,4325,3083,11098,8106,15508,25100,10084,14424,6832,9086,6794,6753,7253,7829,8054,8600,7874,9234,8992,8379,10241,9965,14860,11552,21373,17536,10991,13033,7823,7663,7744,6514,7694,6141,2845,4483,8,213,0,0,0,1,0,0
